title,company,location,posted_date,job_type,remote_option,salary_info,job_url,scraped_date
Software-Entwickler/in (m/w/d) Notes/Domino,,Untersiemau,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Software-Entwickler-in-m-w-d-Notes-Domino-Untersiemau-Marketplace-Hub--13200803-inline.html,2025-11-11 16:41:53
Software-Entwickler/-in Kommunikationsprogrammierung (m/w/d),,Beverungen,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Software-Entwickler-in-Kommunikationsprogrammierung-m-w-d-Beverungen-Marketplace-Hub--13061625-inline.html,2025-11-11 16:41:53
Texter w/m/d,,Wiesbaden,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Texter-w-m-d-Wiesbaden-Marketplace-Hub--12933379-inline.html,2025-11-11 16:41:53
Ausbildung zum Fachinformatiker Systemintegration - 2026 (m/w/d),,Deutschland,vor 14 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Ausbildung-zum-Fachinformatiker-Systemintegration-2026-m-w-d-Schwarzenbach-an-der-Saale-Deutschland-Marketplace-Hub--13316846-inline.html,2025-11-11 16:41:53
Mitarbeiter Vertriebsinnendienst (m/w/d) bei HASOMED GmbH,,Deutschland,vor 6 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Mitarbeiter-Vertriebsinnendienst-m-w-d-bei-HASOMED-GmbH-Magdeburg-Deutschland-Marketplace-Hub--13318074-inline.html,2025-11-11 16:41:53
"Architekt, Bauingenieur oder Techniker (Hochbau) (m/w/d)",,Calau,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Architekt-Bauingenieur-oder-Techniker-Hochbau-m-w-d-Calau-Marketplace-Hub--11805357-inline.html,2025-11-11 16:41:53
BACHELOR OF ENGINEERING (DHBW) ELEKTROTECHNIK (M/W/D),,Offenburg,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--BACHELOR-OF-ENGINEERING-DHBW-ELEKTROTECHNIK-M-W-D-Grossraum-Offenburg-J-Schneider-Elektrotechnik-GmbH--11044824-inline.html,2025-11-11 16:41:53
Servicetechniker Für Brandmeldeanlagen Und Sicherheitstechnik (M/w/d),,Fahrenbach,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Servicetechniker-Fuer-Brandmeldeanlagen-Und-Sicherheitstechnik-M-w-d-Fahrenbach-Marketplace-Hub--11204620-inline.html,2025-11-11 16:41:53
Ingenieur/ Meister/ Techniker (M/w/d) Für Elektrotechnik Als Planer Und Berater (M/w/d) - (Weiterbildung),,Deutschland,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Ingenieur-Meister-Techniker-M-w-d-Fuer-Elektrotechnik-Als-Planer-Und-Berater-M-w-d-Weiterbildung-Wetzlar-Hessen-Deutschland-Marketplace-Hub--11204091-inline.html,2025-11-11 16:41:54
AI Engineer – Innovation & Experience (m/w/d),,Berlin,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--AI-Engineer-Innovation-Experience-m-w-d-Berlin-Marketplace-Hub--13064285-inline.html,2025-11-11 16:41:54
Inside Sales Manager Payment / Vertriebsinnendienst Payment (m/w/d) | Gewinnblick Holding,,Uhingen,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Inside-Sales-Manager-Payment-Vertriebsinnendienst-Payment-m-w-d-Gewinnblick-Holding-Uhingen-Marketplace-Hub--13064118-inline.html,2025-11-11 16:41:54
Techniker für Haushaltsrobotik (m/w/d),,Velbert,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Techniker-fuer-Haushaltsrobotik-m-w-d-Heiligenhaus-bei-Velbert-Marketplace-Hub--13200607-inline.html,2025-11-11 16:41:54
Lagerlogistiker (m/w/d),,Rellingen,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Lagerlogistiker-m-w-d-Rellingen-Marketplace-Hub--13199787-inline.html,2025-11-11 16:41:54
Produktionshelfer Kabelfertigung (m/w/d),,Augsburg,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Produktionshelfer-Kabelfertigung-m-w-d-Augsburg-Marketplace-Hub--13127613-inline.html,2025-11-11 16:41:54
IT-Systemadministrator (m/w/d),,Deutschland,vor 15 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Systemadministrator-m-w-d-Erfurt-Deutschland-Marketplace-Hub--13185973-inline.html,2025-11-11 16:41:54
Werkstudent Produktmanager für E-Commerce Software (D/M/W),,Bewerbung,vor 15 Stunden,Werkstudent,Vor Ort,,https://www.stepstone.de/stellenangebote--Werkstudent-Produktmanager-fuer-E-Commerce-Software-D-M-W-Nuernberg-Deutschland-Marketplace-Hub--12491889-inline.html,2025-11-11 16:41:54
Werkstudent Vertrieb für E-Commerce Software (D/M/W),,Bewerbung,vor 15 Stunden,Werkstudent,Vor Ort,,https://www.stepstone.de/stellenangebote--Werkstudent-Vertrieb-fuer-E-Commerce-Software-D-M-W-Nuernberg-Deutschland-Marketplace-Hub--12492012-inline.html,2025-11-11 16:41:54
Werkstudent Marketing Manager (D/M/W),,Bewerbung,vor 16 Stunden,Werkstudent,Vor Ort,,https://www.stepstone.de/stellenangebote--Werkstudent-Marketing-Manager-D-M-W-Nuernberg-Deutschland-Marketplace-Hub--12492126-inline.html,2025-11-11 16:41:54
IT-Kaufmann/-frau,,Deutschland,vor 15 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--IT-Kaufmann-frau-Gewerbegebiet-Oskar-Maerker-Strasse-24-86655-Harburg-Schwaben-Deutschland-Marketplace-Hub--13063548-inline.html,2025-11-11 16:41:54
Elektroniker SMT-Fertigung (m/w/d),,Augsburg,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Elektroniker-SMT-Fertigung-m-w-d-Augsburg-Marketplace-Hub--13127620-inline.html,2025-11-11 16:41:55
Werkstudent in der IT (m/w/d),,Augustin,vor 16 Stunden,Werkstudent,Vor Ort,,https://www.stepstone.de/stellenangebote--Werkstudent-in-der-IT-m-w-d-Sankt-Augustin-Marketplace-Hub--13127116-inline.html,2025-11-11 16:41:55
Elektrotechniker/Elektroniker Prüffeld (m/w/d),,Augsburg,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Elektrotechniker-Elektroniker-Prueffeld-m-w-d-Augsburg-Marketplace-Hub--13127615-inline.html,2025-11-11 16:41:55
Supportmitarbeiter (m/w/d),,Magdeburg,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Supportmitarbeiter-m-w-d-Magdeburg-Marketplace-Hub--12997090-inline.html,2025-11-11 16:41:55
Senior Unity Developer (w/m/d),,München,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Senior-Unity-Developer-w-m-d-Muenchen-Marketplace-Hub--12198321-inline.html,2025-11-11 16:41:55
Mitarbeiter Kundenservice & Support (m/w/d),,Magdeburg,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Mitarbeiter-Kundenservice-Support-m-w-d-Magdeburg-Marketplace-Hub--12997089-inline.html,2025-11-11 16:41:55
Vertriebsmitarbeiter Außendienst (m/w/d) in Germering,,Deutschland,vor 5 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Vertriebsmitarbeiter-Aussendienst-m-w-d-in-Germering-82110-Germering-Deutschland-Marketplace-Hub--13318063-inline.html,2025-11-11 16:42:02
Sales Manager Außendienst (m/w/d) in Germering,,Deutschland,vor 5 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Sales-Manager-Aussendienst-m-w-d-in-Germering-82110-Germering-Deutschland-Marketplace-Hub--13318078-inline.html,2025-11-11 16:42:03
Kundenbetreuer Außendienst (m/w/d) in Germering,,Deutschland,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Kundenbetreuer-Aussendienst-m-w-d-in-Germering-82110-Germering-Deutschland-Marketplace-Hub--13318082-inline.html,2025-11-11 16:42:03
QA- Manager für Speed4Trade COMMERCE (m/w/d),,Waldnaab,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--QA-Manager-fuer-Speed4Trade-COMMERCE-m-w-d-Altenstadt-an-der-Waldnaab-Marketplace-Hub--13201700-inline.html,2025-11-11 16:42:03
Webdeveloper für unsere Cloud-Plattform “INTELLIFANT” (m/w/d),,Waldnaab,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Webdeveloper-fuer-unsere-Cloud-Plattform-INTELLIFANT-m-w-d-Altenstadt-an-der-Waldnaab-Marketplace-Hub--13201200-inline.html,2025-11-11 16:42:03
AI Engineering Intern (Human),,Metzingen,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--AI-Engineering-Intern-Human-Metzingen-Marketplace-Hub--13127467-inline.html,2025-11-11 16:42:03
AI Data Engineer (Human),,Metzingen,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--AI-Data-Engineer-Human-Metzingen-Marketplace-Hub--13127480-inline.html,2025-11-11 16:42:03
Technical Drafter for Humanoid Robots (Human),,Metzingen,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Technical-Drafter-for-Humanoid-Robots-Human-Metzingen-Marketplace-Hub--13127465-inline.html,2025-11-11 16:42:03
IT-Techniker|in / Netzwerktechniker|in (m/w/d),,Bewerbung,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--IT-Technikerin-Netzwerktechnikerin-m-w-d-Homburg-Marketplace-Hub--13061403-inline.html,2025-11-11 16:42:03
Metallbauer/-in (m/w/d),,Schmalkalden,vor 15 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Metallbauer-in-m-w-d-Schmalkalden-Marketplace-Hub--13063401-inline.html,2025-11-11 16:42:03
Specialist Case & Data Management – Schwerpunkt Auftragsbearbeitung (m/w/d),,Münster,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Specialist-Case-Data-Management-Schwerpunkt-Auftragsbearbeitung-m-w-d-Muenster-Vectron-Systems-AG--11146177-inline.html,2025-11-11 16:42:03
Reinforcement Learning Expert for Humanoid Robots (Human),,Metzingen,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Reinforcement-Learning-Expert-for-Humanoid-Robots-Human-Metzingen-Marketplace-Hub--13127475-inline.html,2025-11-11 16:42:03
IT-Spezialist:in (all genders) für unser Krankenhausinformationssystem,,Hamburg,vor 13 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Spezialist-in-all-genders-fuer-unser-Krankenhausinformationssystem-Hamburg-Universitaetsklinikum-Hamburg-Eppendorf-UKE--13317885-inline.html,2025-11-11 16:42:04
Ausbildung zum Mechatroniker für Kältetechnik (m/w/d) für das Ausbildungsjahr 2026,,Köln,vor 14 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Ausbildung-zum-Mechatroniker-fuer-Kaeltetechnik-m-w-d-fuer-das-Ausbildungsjahr-2026-Koeln-Pandomus-GmbH--13186523-inline.html,2025-11-11 16:42:04
